class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
?,x,f,y,f,f,f,?,b,h,e,b,k,k,b,b,p,?,o,l,h,?,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
p,x,f,y,f,?,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
p,f,y,g,f,f,f,c,b,g,?,b,k,k,n,p,p,w,o,l,h,v,g
p,x,s,w,t,f,f,c,b,?,t,b,f,f,w,w,p,w,o,p,h,s,u
e,f,y,e,t,n,f,c,?,w,e,?,s,s,w,w,p,w,t,e,?,c,w
e,?,y,u,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,?
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,?,p
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p,?,p,w,o,l,h,y,d
?,?,y,g,f,f,f,c,b,g,?,b,k,k,p,b,p,w,o,l,h,y,p
p,f,f,?,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,?,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,h,e,b,?,k,p,p,p,w,o,l,h,y,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p
e,f,s,p,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
p,f,f,?,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,?,p
p,f,f,y,f,f,f,c,b,g,e,b,?,k,b,n,p,w,o,l,h,v,g
p,x,f,y,f,f,f,c,?,p,e,?,?,k,p,n,p,?,o,l,h,y,d
p,f,y,g,f,?,f,c,b,?,e,b,?,k,n,b,p,w,o,l,h,y,d
p,f,?,y,f,f,f,c,b,g,?,b,k,k,n,p,p,w,o,l,h,y,p
p,x,y,?,f,f,f,c,b,p,e,b,k,k,b,?,p,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
p,f,f,y,f,f,f,c,b,g,e,?,?,k,n,p,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,y,f,f,f,c,b,p,e,b,k,k,?,p,?,w,o,l,h,v,p
p,?,y,g,f,f,f,c,b,h,e,b,k,k,?,p,p,w,o,l,h,v,d
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,?
p,f,f,g,f,f,f,?,b,h,e,b,k,k,b,b,p,?,o,l,h,v,d
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,?,o,l,h,y,g
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p
e,f,y,n,t,n,f,c,?,n,t,b,s,s,w,g,p,w,o,p,n,y,d
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,?,d
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n,?,?,w,o,l,?,?,p
p,x,s,g,t,f,f,c,b,?,t,b,f,f,w,w,p,?,o,p,h,s,g
p,f,y,?,f,f,f,c,b,h,e,b,k,k,?,n,p,w,o,l,h,v,p
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,?,l,h,v,p
?,x,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d
p,x,f,y,f,f,?,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u
p,x,y,y,f,f,f,c,b,h,e,b,k,k,?,b,p,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
p,f,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g
p,f,s,b,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g
?,x,y,g,f,f,f,c,b,h,e,b,k,k,?,b,?,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,g,e,b,k,?,p,p,p,w,o,l,h,v,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p,?,p,w,o,l,?,y,p
p,?,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,?,l,h,v,p
e,f,y,u,f,n,f,c,n,u,?,?,s,f,w,w,p,w,o,f,h,v,d
p,x,f,y,f,f,f,?,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g
e,f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,?,y,g
p,x,f,y,f,f,f,c,b,?,e,b,k,k,p,p,p,w,o,l,h,v,g
p,?,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,?,l
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,?,p,w,?,l,h,y,g
p,x,f,y,f,f,?,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
p,f,f,?,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,?
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,?,l,h,?,g
p,x,f,y,?,f,f,c,?,h,e,b,k,k,b,p,p,w,o,l,h,y,?
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n,?,p,w,o,l,h,y,g
p,?,y,?,f,f,f,c,b,g,e,b,k,k,?,p,p,w,o,l,h,v,p
?,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,?
e,?,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,?,n,y,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
e,f,f,e,t,n,f,c,?,w,?,b,s,s,w,w,p,w,o,p,k,y,d
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,?,y,d
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,?,h,y,p
p,f,?,g,f,f,f,c,b,h,e,b,k,k,p,n,?,?,o,l,h,y,p
p,x,f,y,f,f,f,c,b,p,e,b,?,k,p,b,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
p,f,f,g,f,f,f,c,?,p,e,b,k,k,p,b,p,w,o,?,h,v,d
p,?,y,g,f,f,f,c,b,?,e,b,k,k,n,b,p,w,o,l,h,y,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,?,d
p,x,y,y,f,f,f,?,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p
p,?,f,y,f,?,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,?,o,?,h,v,d
p,x,f,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d
p,f,f,y,f,f,f,c,b,g,e,b,?,k,p,b,p,w,o,l,?,v,d
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,?,h,v,d
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,?,o,l,h,y,g
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p,?,p,w,o,l,h,v,d
p,f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,?,y,p
?,x,f,y,f,f,f,c,b,g,?,b,k,k,p,n,?,w,o,l,h,v,?
p,f,y,g,f,f,?,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d
p,f,y,g,?,f,f,c,b,p,e,b,k,k,p,b,p,?,?,l,?,v,g
p,x,?,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,f,y,f,f,f,c,b,h,e,b,k,k,?,b,p,w,o,l,h,y,d
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,?,o,l,h,v,d
p,x,y,?,?,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
p,x,y,g,f,f,f,c,b,g,e,b,?,?,b,p,p,w,o,l,h,v,d
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,?,w,o,l,h,v,g
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
p,?,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,?,h,y,?
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
p,x,y,y,f,f,f,c,b,h,e,b,k,k,?,p,p,w,o,l,h,?,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d
p,?,y,g,f,f,f,c,b,p,?,b,k,k,?,n,p,w,o,l,h,y,d
p,f,f,?,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
e,x,s,p,t,n,f,c,?,e,e,?,s,s,w,w,p,w,t,e,w,c,w
p,f,f,y,f,f,f,c,b,?,e,b,k,k,n,p,p,w,o,l,h,v,d
p,x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,?,?,d
p,x,f,y,f,?,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,?
p,f,f,g,f,f,f,c,b,g,e,?,k,k,b,p,p,w,?,l,h,y,p
p,x,f,y,f,f,?,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
e,f,f,e,t,n,f,c,?,p,t,b,s,s,p,p,p,w,o,p,n,y,d
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
?,f,y,g,f,f,f,c,?,h,e,b,k,k,n,p,p,w,o,l,h,v,g
?,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g
e,f,y,n,t,n,f,?,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,?,e,b,k,k,p,?,p,w,o,l,h,v,p
p,x,y,y,f,f,f,c,b,h,?,b,k,k,p,n,p,w,o,l,h,v,p
p,f,?,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
p,f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,?,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,?,h,y,g
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,?,w,o,l,h,y,p
p,x,y,y,f,?,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
p,x,s,g,t,?,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g
p,x,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,f,s,g,t,f,f,c,?,p,t,b,s,f,w,w,p,w,o,p,h,v,g
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g
p,f,y,y,f,?,f,c,b,g,?,b,k,k,p,p,p,w,o,l,h,v,g
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d
?,f,y,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
p,f,f,g,f,?,f,c,b,g,e,b,k,k,b,b,p,?,?,l,h,?,d
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n,?,p,w,?,l,h,y,g
e,f,?,n,t,n,f,c,b,?,e,?,s,?,e,e,p,w,t,e,w,c,w
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,?
p,k,f,n,f,n,f,c,?,w,e,?,k,y,w,n,p,w,o,e,w,v,?
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
p,f,f,y,f,f,f,c,b,?,e,?,k,k,n,b,p,w,o,l,h,v,p
p,x,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,?
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
p,f,f,g,f,f,?,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
p,?,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,?,p,h,v,g
p,f,f,y,f,f,f,c,b,g,?,b,k,k,b,n,p,w,o,l,h,v,d
p,x,y,g,f,f,f,c,b,h,e,?,k,k,p,n,p,w,o,l,h,y,g
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,?,y,g
e,x,y,e,t,n,f,c,b,?,e,?,s,s,e,e,p,w,t,e,w,c,w
p,f,y,y,f,f,f,c,b,g,?,?,?,k,n,p,p,w,o,l,h,v,d
p,b,f,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,?
p,f,y,?,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
p,x,s,g,t,f,f,c,b,?,t,b,f,f,w,w,p,w,o,p,h,s,u
p,f,y,y,f,f,f,c,b,h,e,b,k,k,p,?,p,w,o,l,?,v,d
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g
e,k,y,e,t,n,f,c,b,e,e,?,s,s,w,w,?,w,t,e,w,c,w
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
e,k,y,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l
p,x,s,w,?,c,f,c,n,p,?,b,s,s,w,w,p,w,o,p,n,v,d
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,?,p,w,o,l,h,y,g
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
p,x,f,y,f,f,f,c,b,g,e,b,?,k,b,n,p,w,o,l,h,y,d
p,f,y,?,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
p,b,s,b,t,n,f,c,?,g,e,b,s,s,w,w,p,w,t,p,r,v,g
p,x,?,w,t,f,f,c,b,?,t,b,f,f,w,w,p,w,o,p,h,v,?
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,?,?,p,n,y,d
?,b,s,w,t,n,f,c,b,g,e,b,?,s,w,w,p,w,t,p,r,v,m
?,f,y,p,t,n,f,c,b,w,e,?,s,?,e,e,p,w,t,e,w,c,w
p,x,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,?,o,p,h,v,g
e,k,y,n,t,n,f,?,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
p,x,?,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
p,f,s,b,t,f,f,c,b,h,t,?,f,s,w,?,p,w,o,p,h,v,u
p,f,y,g,f,?,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d
p,x,f,y,f,f,f,c,b,g,?,?,k,k,n,p,p,?,o,l,h,y,p
p,x,y,y,f,f,f,c,b,h,e,b,k,?,p,b,?,w,o,l,h,v,d
p,x,y,y,?,f,f,?,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
?,x,f,?,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
p,x,y,g,?,f,?,c,?,g,e,b,k,k,b,?,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,?,p,e,b,k,k,n,n,?,w,o,l,?,v,p
e,k,s,e,t,n,?,c,b,w,e,?,?,s,e,w,p,w,t,e,w,c,w
e,f,y,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
e,f,s,b,t,n,f,c,?,w,e,?,s,s,e,w,p,w,t,e,w,c,w
p,x,y,y,f,f,f,?,b,g,e,?,k,k,b,b,p,w,o,l,h,v,d
e,f,f,g,t,n,f,c,b,u,t,b,s,s,?,p,p,w,o,p,n,v,d
p,f,f,y,f,f,f,c,?,p,e,b,k,k,n,n,p,w,o,l,h,y,p
p,f,y,?,f,f,?,c,b,h,e,b,k,k,p,p,p,w,o,?,h,?,g
p,x,s,g,t,f,f,c,?,p,t,b,f,f,w,w,?,w,?,p,h,v,g
p,f,f,?,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p
p,x,f,?,f,f,f,c,b,h,e,b,k,k,p,b,p,?,o,l,h,y,d
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,?
p,x,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,f,f,g,f,f,f,?,?,h,e,b,k,k,b,n,p,w,o,l,?,v,p
e,?,?,n,t,n,f,c,b,e,e,?,s,s,?,w,p,w,t,e,?,c,w
e,f,y,e,t,?,f,?,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
p,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,?,d
?,f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,?
p,x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p
p,f,f,y,f,f,f,c,b,p,e,b,k,?,b,b,p,w,o,l,h,y,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
p,f,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d
p,b,y,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,?,r,v,m
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,?,o,l,h,y,p
p,x,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g
p,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
e,f,y,p,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
p,?,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,h,?,b,k,k,b,b,p,w,?,l,h,v,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g
p,f,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u
p,x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
p,x,?,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
p,f,y,?,f,f,f,c,b,p,e,b,k,k,?,p,p,w,o,l,h,y,g
p,f,y,?,f,f,f,?,b,h,e,b,k,k,n,n,p,w,o,l,h,y,?
e,x,y,r,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d
?,f,y,w,f,n,f,c,n,h,e,?,s,f,w,w,?,w,o,f,h,v,d
p,x,f,y,f,f,f,c,b,h,?,b,?,k,n,b,p,w,o,l,h,v,d
p,f,y,y,f,f,f,c,b,h,?,b,k,?,b,n,p,w,o,l,h,y,p
p,f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
p,x,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,?,e,w,v,p
p,?,?,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,?,w,v,l
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d
p,x,y,y,f,f,f,c,b,g,e,b,?,k,n,b,p,w,o,l,h,v,g
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,?,d
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,?,o,l,h,y,g
p,x,y,y,f,f,f,c,b,g,?,b,k,k,p,p,p,w,o,l,h,v,d
p,f,f,y,f,f,f,c,b,h,e,b,k,k,?,b,p,w,o,l,h,y,p
e,f,s,e,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
p,f,f,y,f,f,f,?,b,?,e,b,k,k,b,n,p,w,o,l,h,y,p
p,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
p,f,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,h,e,b,k,?,n,?,p,w,o,l,h,y,d
p,x,f,y,f,f,?,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,?
p,x,s,g,t,f,f,c,?,h,t,b,f,f,?,w,p,w,o,p,h,v,u
p,f,y,g,?,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
p,?,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
p,f,y,g,f,f,f,?,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p
e,f,y,e,t,?,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,?
?,x,y,y,f,f,f,c,b,p,e,b,k,k,n,?,p,w,o,l,h,y,p
e,?,s,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
p,f,?,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,?,g
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,?,o,l,h,v,d
p,x,y,y,f,f,?,c,b,g,?,b,k,k,?,b,p,w,o,l,h,y,g
e,x,f,n,f,n,f,w,n,w,e,b,s,f,w,n,?,?,o,e,?,?,l
e,x,y,e,t,n,f,c,b,e,e,?,s,s,e,?,p,w,t,e,w,c,w
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,?,o,l,h,v,p
p,x,f,y,f,f,f,c,b,g,?,b,k,k,p,b,p,w,o,l,h,v,g
p,f,s,g,t,f,f,?,b,h,t,b,f,f,w,w,p,w,o,p,h,v,?
p,x,y,y,f,f,f,c,b,g,?,b,k,k,p,b,p,w,o,l,h,y,g
p,f,y,g,f,f,f,?,?,p,e,b,k,k,b,?,p,w,?,l,h,v,p
p,x,?,g,?,?,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g
p,x,y,n,f,s,f,c,n,b,t,?,?,k,w,w,p,w,o,e,w,v,p
e,k,s,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w
p,f,f,?,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d
p,x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,?,p
p,f,y,g,f,?,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
p,f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g
?,k,s,p,?,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
p,f,y,n,f,n,f,c,n,w,e,?,k,y,w,n,?,w,o,e,w,v,d
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d
p,x,f,y,f,?,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,?,d
p,x,y,g,f,?,f,c,b,h,?,b,k,k,n,b,p,w,o,l,h,v,p
p,f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u
e,f,s,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
p,f,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u
p,f,y,g,f,?,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p
?,f,y,y,f,f,f,c,b,g,e,b,k,k,?,b,p,w,o,l,h,y,g
p,?,?,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
